angle        25    1   25      33.00     109.47
angle         1    2    2      50.00     109.50
angle         2    2    2      63.00     112.40
angle         2    2    3      63.00     112.40
angle         2    2    5      80.00     109.50
angle         2    2    6      63.00     112.40
angle         6    2    6      63.00     112.40
angle         5    2    6      80.00     109.50
angle         2    2   10      63.00     112.40
angle         3    2   10      63.00     112.40
angle         6    2   10      63.00     112.40
angle        10    2   10      63.00     112.40
angle         5    2   10      80.00     109.50
angle        10    2   12      63.00     114.00
angle         6    2   13      63.00     112.40
angle        10    2   15      50.00     108.60
angle         2    2   16      50.00     114.70
angle        10    2   16      50.00     114.70
angle         2    2   20      80.00     109.50
angle         6    2   20      80.00     109.50
angle        10    2   20      80.00     109.50
angle         3    2   24      80.00     110.30
angle         2    2   24      80.00     111.20
angle         2    2   44      56.20     109.47
angle         6    2   44      56.20     109.47
angle        10    2   44      56.20     109.47
angle        13    2   44      56.20     109.47
angle         3    2   44      80.00     111.20
angle         2    2   48      63.00     112.40
angle        10    2   48      63.00     114.00
angle         2    2   51      63.00     112.40
angle         6    2   51      63.00     112.40
angle         2    2   53      80.00     111.20
angle         2    2   55      80.00     111.20
angle        10    2   80      63.00     115.60
angle         2    3    4      80.00     120.40
angle         1    3    4      80.00     121.00
angle         3    3    4      80.00     121.40
angle         4    3    4      80.00     126.00
angle         4    3    5      80.00     121.00
angle         4    3    6      80.00     120.40
angle         5    3   10      70.00     115.00
angle         4    3   10      80.00     120.40
angle         5    3   12      70.00     120.00
angle        12    3   12      85.00     120.00
angle         5    3   13      70.00     108.00
angle        13    3   13      70.00     116.00
angle         1    3   13      80.00     111.00
angle         3    3   13      80.00     117.20
angle         4    3   13      80.00     120.40
angle        10    3   20      81.00     111.40
angle        13    3   20      81.00     111.40
angle         4    3   20      83.00     123.40
angle        13    3   21      75.00     109.00
angle         4    3   21      75.00     119.00
angle        24    3   24      70.00     114.20
angle         2    3   24      70.00     116.60
angle         3    3   24      70.00     116.60
angle         6    3   24      70.00     116.60
angle        10    3   24      70.00     116.60
angle        13    3   24      70.00     116.60
angle         4    3   24      80.00     122.90
angle        20    3   24      81.00     111.40
angle        13    3   44      70.00     116.00
angle         4    3   44      80.00     120.40
angle        13    3   46      35.00     115.00
angle        46    3   46      35.00     115.00
angle         4    3   46      35.00     123.00
angle        24    3   46      40.00     114.00
angle         5    3   46      40.00     115.00
angle        20    3   46      40.00     115.00
angle        24    3   47      70.00     115.50
angle         4    3   47      80.00     125.30
angle        46    3   48      35.00     115.00
angle        24    3   48      70.00     115.50
angle        13    3   48      70.00     116.00
angle         5    3   48      70.00     120.00
angle         4    3   48      80.00     120.40
angle        20    3   48      81.00     111.40
angle        48    3   48      85.00     120.00
angle        13    3   50      70.00     116.00
angle        46    3   50      80.00     116.00
angle         4    3   50      80.00     124.00
angle        10    3   52      65.00     117.00
angle         2    3   52      70.00     117.00
angle         6    3   52      70.00     117.00
angle        13    3   52      70.00     117.00
angle        48    3   52      70.00     117.00
angle         4    3   52      80.00     126.00
angle        52    3   52      80.00     126.00
angle        46    3   56      35.00     116.00
angle        46    3   56      35.00     122.00
angle         4    3   56      80.00     122.50
angle        47    3   57      70.00     114.10
angle        56    3   57      70.00     118.60
angle        57    3   57      70.00     118.60
angle         4    3   57      80.00     120.60
angle        24    3   60      70.00     111.30
angle        57    3   60      70.00     111.30
angle         4    3   60      80.00     128.80
angle        13    3   65      75.00     109.00
angle         4    3   65      75.00     119.00
angle        44    3   84      70.00     116.00
angle         4    3   84      80.00     120.40
angle         4    3   87      80.00     128.20
angle        57    3  105      70.00     115.40
angle        56    3  105      70.00     118.60
angle         4    3  105      80.00     120.90
angle        13    3  107      70.00     116.60
angle         4    3  107      80.00     122.90
angle        25    4   25      10.00     117.00
angle         3    4   25      35.00     113.00
angle         3    5    7      35.00     113.00
angle         2    5    7      55.00     108.50
angle         6    5    7      55.00     108.50
angle         7    5   10      55.00     108.50
angle         7    5   13      55.00     108.50
angle         7    5   24      49.00     105.40
angle        25    5   25       5.00     109.47
angle         7    5   25      10.00     109.47
angle        13    5   25      10.00     109.47
angle         7    5   47      35.00     109.00
angle        25    5   48      10.00     109.47
angle         7    5   48      35.00     113.00
angle         7    5   51      55.00     108.50
angle         7    5   64      55.00     108.50
angle        13    5   64     100.00     120.50
angle         7    5   79      74.00     110.00
angle         7    5  106     100.00     126.00
angle         5    7   25      10.00     109.47
angle        25    7   25      33.00     109.47
angle         2   10    2      63.00     112.40
angle         2   10    3      63.00     111.10
angle         2   10    5      80.00     109.50
angle         3   10    6      63.00     111.10
angle         6   10    6      63.00     111.50
angle         2   10    6      63.00     112.40
angle         5   10    6      80.00     109.50
angle         3   10   10      63.00     111.10
angle         2   10   10      63.00     111.50
angle         6   10   10      63.00     111.50
angle        10   10   10      63.00     111.50
angle         5   10   10      80.00     109.50
angle         2   10   20      80.00     109.50
angle         6   10   20      80.00     109.50
angle        10   10   20      80.00     109.50
angle         3   10   24      63.00     110.10
angle         6   10   24      80.00     109.50
angle         2   10   24      80.00     109.70
angle        10   10   24      80.00     109.70
angle         2   10   44      56.20     109.47
angle         6   10   44      56.20     109.47
angle        10   10   44      56.20     109.47
angle        13   10   44      56.20     109.47
angle         3   10   44      80.00     109.70
angle         2   10   48      63.00     112.40
angle        20   10   48      80.00     109.50
angle         2   10  105      80.00     109.50
angle        10   10  105      80.00     109.50
angle        20   10  105      80.00     109.50
angle         2   11    2      70.00     124.00
angle         2   11    6      70.00     124.00
angle         6   11    6      70.00     124.00
angle         2   11    9      70.00     118.00
angle         6   11    9      70.00     118.00
angle         9   11   10      70.00     118.00
angle         2   11   10      70.00     124.00
angle         6   11   10      70.00     124.00
angle        10   11   10      70.00     124.00
angle         2   11   11      70.00     118.00
angle         6   11   11      70.00     118.00
angle         9   11   11      70.00     118.00
angle        10   11   11      70.00     118.00
angle        11   11   11      70.00     118.00
angle         9   11   13      70.00     118.00
angle        11   11   13      70.00     118.00
angle         2   11   13      70.00     124.00
angle         6   11   13      70.00     124.00
angle        10   11   13      70.00     124.00
angle        13   11   13      70.00     124.00
angle         9   11   14      70.00     118.00
angle        11   11   14      70.00     118.00
angle         9   11   79      70.00     118.00
angle         2   12   12      70.00     120.00
angle         3   12   12      85.00     120.00
angle        12   12   12      85.00     120.00
angle        12   12   48      85.00     120.00
angle        12   12   60      85.00     120.00
angle        12   12   81      85.00     120.00
angle         1   13    1      77.00     109.10
angle         2   13    2      40.00     109.50
angle         1   13    3      50.00     109.50
angle         2   13    3      63.00     111.10
angle         3   13    3      63.00     111.10
angle         2   13    6      40.00     109.50
angle         6   13    6      40.00     109.50
angle         3   13    6      63.00     109.50
angle         1   13   13      50.00     109.50
angle         5   13   13      50.00     109.50
angle        13   13   13      58.35     112.70
angle         3   13   13      63.00     111.10
angle        13   13   15      50.00     108.60
angle        13   13   16      50.00     114.70
angle        13   13   19      58.35     112.70
angle         3   13   20      50.00     109.50
angle        13   13   20      50.00     109.50
angle         3   13   21      69.00     109.80
angle        13   13   21      69.00     109.80
angle        21   13   21      78.00     111.70
angle        13   13   22      50.00     108.60
angle        20   13   24      50.00     109.50
