bond          1    2          367.00     1.3800
bond          1    3          420.00     1.3570
bond          1   13          367.00     1.3600
bond          1   19          450.00     1.2790
bond          1   25          300.00     0.3000
bond          1   47          420.00     1.3400
bond          1   48          420.00     1.3540
bond          1   82          420.00     1.3540
bond          1   83          420.00     1.3540
bond          1   84          420.00     1.3540
bond          1   87          420.00     1.3540
bond          1   88          420.00     1.3540
bond          1  108          461.00     1.5700
bond          2    2          260.00     1.5260
bond          2    3          317.00     1.5220
bond          2    5          386.00     1.4250
bond          2    6          260.00     1.5260
bond          2   10          260.00     1.5260
bond          2   11          317.00     1.5000
bond          2   12          317.00     1.5100
bond          2   13          260.00     1.5260
bond          2   14          317.00     1.5000
bond          2   15          222.00     1.8100
bond          2   16          222.00     1.8100
bond          2   20          320.00     1.4250
bond          2   24          337.00     1.4490
bond          2   44          382.00     1.4480
bond          2   48          317.00     1.5100
bond          2   51          260.00     1.5260
bond          2   53          367.00     1.4710
bond          2   55          337.00     1.4630
bond          2   80          317.00     1.4950
bond          3    3          350.00     1.5100
bond          3    4          570.00     1.2290
bond          3    5          450.00     1.3640
bond          3    6          317.00     1.5220
bond          3   10          317.00     1.5220
bond          3   12          469.00     1.4000
bond          3   13          317.00     1.5220
bond          3   19          400.00     1.4440
bond          3   20          214.00     1.3270
bond          3   21          300.00     1.7900
bond          3   24          490.00     1.3350
bond          3   44          317.00     1.5220
bond          3   46          340.00     1.0900
bond          3   47          410.00     1.4440
bond          3   48          400.00     1.4900
bond          3   50          385.00     1.4600
bond          3   52          656.00     1.2500
bond          3   56          457.00     1.3580
bond          3   57          418.00     1.3880
bond          3   60          447.00     1.4190
bond          3   65          300.00     1.9800
bond          3   84          400.00     1.4900
bond          3   86          385.00     1.4600
bond          3  105          424.00     1.3830
bond          3  107          490.00     1.3350
bond          4   25          553.00     0.3000
bond          4   64          525.00     1.4800
bond          4   89          570.00     1.2290
bond          4  110          700.00     1.1710
bond          5    6          386.00     1.4250
bond          5    7          553.00     0.9450
bond          5   10          386.00     1.4250
bond          5   13          320.00     1.4100
bond          5   20          250.00     1.4700
bond          5   24          400.00     1.3800
bond          5   25          340.00     0.3000
bond          5   44          320.00     1.4500
bond          5   47          450.00     1.3700
bond          5   48          450.00     1.3640
bond          5   51          320.00     1.3800
bond          5   64          230.00     1.6100
bond          5   79          450.00     1.6700
bond          5  106           94.00     1.8000
bond          5  108          374.00     1.6400
bond          6    6          260.00     1.5260
bond          6   10          260.00     1.5260
bond          6   11          317.00     1.5000
bond          6   13          260.00     1.5260
bond          6   14          317.00     1.5000
bond          6   15          222.00     1.8100
bond          6   16          222.00     1.8100
bond          6   20          320.00     1.4250
bond          6   24          337.00     1.4490
bond          6   44          382.00     1.4480
bond          6   47          317.00     1.5100
bond          6   51          260.00     1.5260
bond          6   53          367.00     1.4710
bond          6   55          337.00     1.4630
bond          6   79          222.00     1.8100
bond          6  105          337.00     1.4750
bond          7   20          553.00     0.9450
bond          7   25          340.00     0.1000
bond          9    9          530.00     1.3400
bond          9   11          530.00     1.3400
bond          9   14          530.00     1.3400
bond         10   10          260.00     1.5260
bond         10   11          317.00     1.5000
bond         10   14          317.00     1.5000
bond         10   20          320.00     1.4250
bond         10   24          337.00     1.4490
bond         10   44          382.00     1.4480
bond         10  105          337.00     1.4750
bond         11   11          530.00     1.3400
bond         11   13          317.00     1.5000
bond         11   14          530.00     1.3400
bond         11   79          222.00     1.7600
bond         12   12          469.00     1.4000
bond         12   48          469.00     1.4000
bond         12   60          469.00     1.4000
bond         12   81          469.00     1.4000
bond         13   13          268.00     1.5290
bond         13   14          317.00     1.5000
bond         13   15          222.00     1.8100
bond         13   16          222.00     1.8100
bond         13   18          390.00     1.4300
bond         13   19          390.00     1.4700
bond         13   20          320.00     1.4100
bond         13   21          245.00     1.7810
bond         13   22          340.00     1.7900
bond         13   24          337.00     1.4490
bond         13   25          340.00     0.3000
bond         13   44          382.00     1.4480
bond         13   46          340.00     1.0900
bond         13   47          317.00     1.5100
bond         13   48          317.00     1.5100
bond         13   50          317.00     1.5100
bond         13   51          268.00     1.5290
bond         13   53          367.00     1.4710
bond         13   55          337.00     1.4630
bond         13   56          337.00     1.4490
bond         13   57          337.00     1.4750
bond         13   60          317.00     1.5100
bond         13   64          212.00     1.8430
bond         13   65          245.00     1.9450
bond         13   66          200.00     2.1900
bond         13   79          340.00     1.7700
bond         13   80          317.00     1.4950
bond         13   83          317.00     1.5040
bond         13   84          317.00     1.5040
bond         13   85          317.00     1.5040
bond         13   87          317.00     1.4950
bond         13   90          337.00     1.4490
bond         13   91          280.00     1.5100
bond         13   95          532.80     1.4600
bond         13  101          382.00     1.4480
bond         13  102          375.00     1.4900
bond         13  104          212.00     1.8200
bond         13  105          337.00     1.4750
bond         13  107          337.00     1.4490
bond         13  108          187.00     1.8600
bond         13  109          317.00     1.5100
bond         14   14          530.00     1.3400
bond         15   17          274.00     1.3360
bond         15   48          250.00     1.7400
bond         16   16          166.00     2.0380
bond         16   19          300.00     1.6850
bond         16   24          250.00     1.7300
bond         16   25          340.00     0.5000
bond         16   47          250.00     1.7600
bond         16   48          250.00     1.7600
bond         16   61          250.00     1.7300
bond         16   82          250.00     1.7600
bond         16   84          250.00     1.7400
bond         16   91          222.00     1.8100
bond         16  108          144.00     2.1500
bond         17   25          340.00     0.1000
bond         18   18          550.00     1.1200
bond         18   19          650.00     1.1570
bond         18   48          400.00     1.4100
bond         18   56          550.00     1.2400
bond         19   19         1150.00     1.2100
bond         19   21          330.00     1.6370
bond         19   46          420.00     1.0800
bond         19   47          400.00     1.4260
bond         19   48          400.00     1.4510
bond         19   50          400.00     1.4260
bond         19   65          330.00     1.7840
bond         19   88          400.00     1.4510
bond         19   91          400.00     1.4510
bond         20   20          250.00     1.4700
bond         20   21          200.00     1.6900
bond         20   24          320.00     1.4500
bond         20   25          340.00     0.3000
bond         20   44          320.00     1.4500
bond         20   47          450.00     1.3700
bond         20   48          450.00     1.3640
bond         20   51          320.00     1.3800
bond         20   60          340.00     1.3600
bond         20   61          462.00     1.3990
bond         20   64          230.00     1.6100
bond         20   82          462.00     1.3570
bond         20   84          340.00     1.3600
bond         20  108          374.00     1.6400
bond         21   25          300.00     0.3000
bond         21   47          300.00     1.7250
bond         21   48          300.00     1.7250
bond         21   82          300.00     1.7250
bond         21   83          300.00     1.7250
bond         21   84          300.00     1.7250
bond         21   87          300.00     1.7250
bond         21   88          300.00     1.7250
bond         21  108          223.00     2.0200
bond         22   23          700.00     1.5300
bond         22   25          340.00     0.5000
bond         23   25          340.00     0.3000
bond         23   79          700.00     1.4400
bond         24   25          367.00     0.3000
bond         24   45          434.00     1.0100
bond         24   48          427.00     1.3810
bond         24   59          427.00     1.3810
bond         24   79          434.00     1.6700
bond         24   84          427.00     1.3810
bond         24   88          427.00     1.3810
bond         24   91          337.00     1.4490
bond         24  103          500.00     1.2700
bond         24  106           40.00     2.0500
bond         25   25          340.00     0.3000
bond         25   44          340.00     0.3000
bond         25   45          340.00     0.1000
bond         25   46          340.00     0.3000
bond         25   47          340.00     0.3000
bond         25   48          367.00     0.3000
bond         25   49          340.00     0.3000
bond         25   53          340.00     0.3000
bond         25   56          367.00     0.3000
bond         25   61          367.00     0.3000
bond         25   65          300.00     0.3000
bond         25  103          340.00     0.1000
bond         31   32          600.00     0.9572
bond         31   33          900.00     0.1500
bond         31  106           40.00     2.0500
bond         34   35          529.60     0.9572
bond         36   37          600.00     0.9572
bond         36   38          900.00     0.1750
bond         39   40          600.00     0.9572
bond         39   41          900.00     0.7000
bond         42   43          600.00     1.0000
bond         44   44          350.00     1.4450
bond         44   45          434.00     1.0100
bond         44   48          481.00     1.3400
bond         44   79          340.00     1.7700
bond         44   91          382.00     1.4480
bond         44  108          266.00     1.7400
bond         45   53          434.00     1.0100
bond         45   55          434.00     1.0100
bond         45   56          434.00     1.0100
bond         45   57          434.00     1.0100
bond         45  101          434.00     1.0100
bond         45  105          434.00     1.0100
bond         45  108          166.00     1.4800
bond         46   47          340.00     1.0800
bond         46   50          340.00     1.0800
bond         46   51          340.00     1.0900
bond         46   80          340.00     1.0800
bond         46   91          340.00     1.0880
bond         46   95          532.80     1.0840
bond         46  108          166.00     1.4800
bond         46  109          340.00     1.0800
bond         47   47          549.00     1.3400
bond         47   48          427.00     1.4330
bond         47   50          549.00     1.3400
bond         47   57          448.00     1.3650
bond         47   58          367.00     1.0800
bond         47   65          300.00     1.9000
bond         47   66          250.00     2.0800
bond         47   86          385.00     1.4600
bond         47   91          317.00     1.5100
bond         47  105          448.00     1.3650
bond         47  110          700.00     1.3050
bond         48   48          469.00     1.4000
bond         48   49          367.00     1.0800
bond         48   50          427.00     1.4330
bond         48   53          400.00     1.4500
bond         48   55          481.00     1.3400
bond         48   56          483.00     1.3390
bond         48   57          427.00     1.3810
bond         48   60          469.00     1.4040
bond         48   61          414.00     1.3910
bond         48   64          220.00     1.7800
bond         48   65          300.00     1.8700
bond         48   66          250.00     2.0800
bond         48   79          340.00     1.7700
bond         48   81          469.00     1.4000
bond         48   84          546.00     1.3670
bond         48   86          469.00     1.4000
bond         48   88          469.00     1.4210
bond         48   91          317.00     1.4900
bond         48  101          382.00     1.3850
bond         48  102          400.00     1.4600
bond         48  109          427.00     1.4330
bond         49   59          367.00     1.0800
bond         49   62          340.00     1.0800
bond         49   82          367.00     1.0800
bond         49   83          367.00     1.0800
bond         49   84          367.00     1.0800
bond         49   85          367.00     1.0800
bond         49   87          367.00     1.0800
bond         49   88          367.00     1.0800
bond         50   50          385.00     1.4600
bond         50   56          457.00     1.2900
bond         50   84          549.00     1.3650
bond         50  109          385.00     1.4600
bond         51  105          337.00     1.4750
bond         52   64          525.00     1.4800
bond         53   54          434.00     1.0100
bond         54   55          434.00     1.0100
bond         55   59          481.00     1.3400
bond         55   82          481.00     1.3400
bond         56   56          500.00     1.3200
bond         56   59          502.00     1.3240
bond         56   60          461.00     1.3540
bond         56   82          461.00     1.3540
bond         56   86          483.00     1.3390
bond         56  103          550.00     1.2100
bond         56  109          457.00     1.2900
bond         57   60          436.00     1.3740
bond         57   61          400.00     1.3490
bond         57   62          440.00     1.3710
bond         57   81          428.00     1.3800
bond         57   82          477.00     1.3430
bond         57   84          427.00     1.3810
bond         57   85          427.00     1.3810
bond         57   86          385.00     1.4400
bond         58   83          367.00     1.0800
bond         58   84          367.00     1.0800
bond         59   63          367.00     1.0800
bond         60   60          520.00     1.3700
bond         60   61          414.00     1.3910
bond         60   80          388.00     1.4590
bond         60   81          447.00     1.4190
bond         60   87          469.00     1.4240
bond         60  105          436.00     1.3740
bond         61   61          400.00     1.2800
bond         61   62          529.00     1.3040
bond         61   82          488.00     1.3350
bond         61   83          410.00     1.3940
bond         61   84          410.00     1.3940
bond         61   88          410.00     1.3200
bond         62   63          367.00     1.0800
bond         62  105          440.00     1.3710
bond         63   82          367.00     1.0800
bond         64  108          108.00     2.2500
bond         65   82          300.00     1.8700
bond         65   83          300.00     1.8700
bond         65   84          300.00     1.8700
bond         65   87          300.00     1.8700
bond         65   88          300.00     1.8700
bond         65  108          151.00     2.1900
bond         66   82          250.00     2.0800
bond         66   83          250.00     2.0800
bond         66   84          250.00     2.0800
bond         66   87          250.00     2.0800
bond         66   88          250.00     2.0800
bond         66  108          108.00     2.4400
bond         77   78          500.00     1.8000
bond         80   84          546.00     1.3520
bond         82   86          385.00     1.4600
bond         82   87          520.00     1.3700
bond         83   84          520.00     1.3700
bond         83   86          385.00     1.4600
bond         84   84          512.00     1.3750
bond         84   86          385.00     1.4600
bond         84   87          546.00     1.3670
bond         84   88          520.00     1.3700
bond         85   85          520.00     1.3700
bond         86   86          385.00     1.4600
bond         86   87          385.00     1.4600
bond         86   88          385.00     1.4600
bond         87   87          469.00     1.4240
bond         87   88          469.00     1.4240
bond         89   90          490.00     1.3350
bond         89   91          317.00     1.5220
bond         90   91          337.00     1.4490
bond         91   91          260.00     1.5200
bond        102  103          550.00     1.2250
bond        108  108           94.00     2.3200
